Date,Account,StockTicker,CUSIP,SecurityName,Shares,Price,MarketValue,Weightings,NetAssets,SharesOutstanding,CreationUnits,MoneyMarketFlag
12/06/2024,AIS,AWE LN,BNDRMJ1,Alphawave IP Group PLC,1574.000000,1.354000,2718.78,0.43%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,BDC,077454106,Belden Inc,15.000000,122.150000,1832.25,0.29%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,CDW,12514G108,CDW Corp/DE,8.000000,178.300000,1426.40,0.22%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,CHKP,M22465104,Check Point Software Technologies Ltd,25.000000,188.050000,4701.25,0.74%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,CIEN,171779309,Ciena Corp,49.000000,72.230000,3539.27,0.56%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,CLS CN,BSCB6L9,Celestica Inc,27.000000,129.250000,2486.55,0.39%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,COMM,20337X109,CommScope Holding Co Inc,906.000000,5.340000,4838.04,0.76%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,CRDO,G25457105,Credo Technology Group Holding Ltd,52.000000,70.400000,3660.80,0.58%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,CSCO,17275R102,Cisco Systems Inc,253.000000,60.020000,15185.06,2.39%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,CVLT,204166102,Commvault Systems Inc,172.000000,172.240000,29625.28,4.67%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,DELL,24703L202,Dell Technologies Inc,116.000000,125.070000,14508.12,2.29%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,DGII,253798102,Digi International Inc,63.000000,32.460000,2044.98,0.32%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,DIOD,254543101,Diodes Inc,64.000000,58.960000,3773.44,0.59%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,EXTR,30226D106,Extreme Networks Inc,121.000000,17.710000,2142.91,0.34%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,FLEX,Y2573F102,Flex Ltd,87.000000,39.100000,3401.70,0.54%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,GFS,G39387108,GLOBALFOUNDRIES Inc,550.000000,44.280000,24354.00,3.84%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,GLW,219350105,Corning Inc,260.000000,49.760000,12937.60,2.04%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,HPE,42824C109,Hewlett Packard Enterprise Co,173.000000,21.650000,3745.45,0.59%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,INTC,458140100,Intel Corp,943.000000,20.800000,19614.40,3.09%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,JNPR,48203R104,Juniper Networks Inc,76.000000,36.780000,2795.28,0.44%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,LR FP,B11ZRK9,Legrand SA,226.000000,95.780000,22887.71,3.61%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,LSCC,518415104,Lattice Semiconductor Corp,23.000000,57.710000,1327.33,0.21%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,MRVL,573874104,MARVELL TECHNOLOGY INC,199.000000,113.370000,22560.63,3.56%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,MTRS SS,BZ04921,Munters Group AB,778.000000,180.900000,12943.53,2.04%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,MTSI,55405Y100,MACOM Technology Solutions Holdings Inc,24.000000,137.940000,3310.56,0.52%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,MU,595112103,Micron Technology Inc,219.000000,100.870000,22090.53,3.48%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,NTAP,64110D104,NetApp Inc,11.000000,128.790000,1416.69,0.22%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,NVDA,67066G104,NVIDIA Corp,105.000000,145.060000,15231.30,2.40%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,NVTS,63942X106,Navitas Semiconductor Corp,351.000000,3.770000,1323.27,0.21%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,NXT AU,B5LMKP4,NEXTDC Ltd,122.000000,16.260000,1276.62,0.20%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,PANW,697435105,Palo Alto Networks Inc,16.000000,403.030000,6448.48,1.02%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,PENG,G8232Y101,Penguin Solutions Inc,238.000000,19.460000,4631.48,0.73%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,PSTG,74624M102,Pure Storage Inc,22.000000,62.560000,1376.32,0.22%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,RMBS,750917106,Rambus Inc,25.000000,57.520000,1438.00,0.23%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,SIMO,82706C108,Silicon Motion Technology Corp,79.000000,56.200000,4439.80,0.70%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,SMCI,86800U302,Super Micro Computer Inc,37.000000,41.140000,1522.18,0.24%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,SMTC,816850101,Semtech Corp,59.000000,65.380000,3857.42,0.61%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,SNX,87162W100,TD SYNNEX Corp,180.000000,122.040000,21967.20,3.46%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,STX,G7997R103,Seagate Technology Holdings PLC,25.000000,98.180000,2454.50,0.39%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,SWKS,83088M102,Skyworks Solutions Inc,39.000000,86.420000,3370.38,0.53%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,SYNA,87157D109,Synaptics Inc,254.000000,78.380000,19908.52,3.14%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,TSEM IT,6320605,Tower Semiconductor Ltd,77.000000,181.900000,3892.42,0.61%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,TSM,874039100,Taiwan Semiconductor Manufacturing Co Ltd,172.000000,204.300000,35139.60,5.54%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,VICR,925815102,Vicor Corp,230.000000,56.800000,13064.00,2.06%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,VRT,92537N108,Vertiv Holdings Co,321.000000,134.580000,43200.18,6.81%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,WCC,95082P105,WESCO International Inc,21.000000,208.690000,4382.49,0.69%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,WDC,958102105,Western Digital Corp,61.000000,72.110000,4398.71,0.69%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,WOLF,977852102,Wolfspeed Inc,609.000000,9.300000,5663.70,0.89%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,ZS,98980G102,Zscaler Inc,19.000000,205.610000,3906.59,0.62%,634382.500000,25000,1.000000000000,
12/06/2024,AIS,Cash&Other,Cash&Other,Cash & Other,48258.880000,1.000000,48258.88,7.61%,634382.500000,25000,1.000000000000,Y
