Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount Percentage,Rate Date,Median 30 Day Spread Percentage
VistaShares Artificial Intelligence Supercycle ETF,AIS,45259A845,25.00,1.000,25.00,,,25.00,,,0.00,12/02/2024,
